balanced_rank,token_label,token_currency,token_issuer,dex_tx_count,amm_tx_count,clob_tx_count,both_sides_min_tx,both_sides_hmean_tx,balance_ratio,overlap_tx_count,overlap_share_of_min,amm_unique_ledger_count
488,BOX,BOX,rhLJ2ma5pScsxVhL5EQr71w3FgASVLwP84,867,867,1,1,1.9976958525345623,0.0011534025374855825,1,1.0,669
489,21S,21S,rhCkQCZrPfUN23ZceawYmwUR9vrmCiuXsf,762,762,1,1,1.9973787680209698,0.0013123359580052493,1,1.0,467
490,SEAGONS,534541474F4E5300000000000000000000000000,rLASSwhJhdwGsPA2JvUvdwqNKPfN1qspee,736,735,1,1,1.997282608695652,0.0013605442176870747,0,0.0,636
491,DIPIT,4449504954000000000000000000000000000000,rDEkx33sz3iusEeDTcWsQkdZtN6DWp16WM,733,733,1,1,1.997275204359673,0.001364256480218281,1,1.0,411
492,Xmen,586D656E00000000000000000000000000000000,rMFL2KuFPMuiujdbVGbMzNNjj5QKyd6dZf,717,717,1,1,1.9972144846796658,0.001394700139470014,1,1.0,483
493,PINGPONG,50494E47504F4E47000000000000000000000000,rHWmTucSM2HjcCLaZWSqTDexEcAqJMVvQD,579,579,1,1,1.9965517241379311,0.0017271157167530224,1,1.0,369
494,CRYPTOGRAPHER,43525950544F4752415048455200000000000000,rpBdZey1L7NbcbGbfChu1HdKW56R24M25L,538,538,1,1,1.9962894248608534,0.0018587360594795538,1,1.0,382
495,Npass,4E70617373000000000000000000000000000000,rsvRJTpNx3xDu6Udu8aoHvzuyAk5nxmJiF,537,537,1,1,1.996282527881041,0.00186219739292365,1,1.0,331
496,CaRRots,436152526F747300000000000000000000000000,rafgLy8LPU3mqMGCRbkJcaGWuDwoUCAuwQ,506,1,505,1,1.9960474308300395,0.0019801980198019802,0,0.0,1
497,OVO,OVO,r3jQzqfGVagsWNbSxMJpQV8VK7jHHmdv5j,501,500,1,1,1.996007984031936,0.002,0,0.0,326
498,AAG,AAG,rGrvEW7rmaLb7zoVTeLXHmjU8vp8P5CAAG,453,453,1,1,1.9955947136563876,0.002207505518763797,1,1.0,372
499,ALPHA,414C504841000000000000000000000000000000,rKQBiRRSy7mNuh9aVQXWVc1srgTQPKaNdS,430,430,1,1,1.9953596287703017,0.002325581395348837,1,1.0,350
500,589,589,r47648MxJvdjutgK7zAij1B2qsAQaEhisL,422,422,1,1,1.9952718676122931,0.002369668246445498,1,1.0,396
501,BANANA,42414E414E410000000000000000000000000000,rPopnAhPWZXiWApiPM5EHQ6ksLEhvGiLqP,419,419,1,1,1.9952380952380953,0.002386634844868735,1,1.0,300
502,BRICKY,425249434B590000000000000000000000000000,r3YS7og21UrYRCdhXmU6rzDcMWoDo4f7hm,418,418,1,1,1.9952267303102624,0.0023923444976076554,1,1.0,327
503,XRPB,5852504200000000000000000000000000000000,rsEaYfqdZKNbD3SK55xzcjPm3nDrMj4aUT,408,408,1,1,1.9951100244498778,0.0024509803921568627,1,1.0,325
504,Cowcoin,436F77636F696E00000000000000000000000000,rsUG72j1ABkLpqM5UHox9GL3tpAaNpE3a6,392,391,1,1,1.9948979591836735,0.0025575447570332483,0,0.0,289
505,$LYNX,244C594E58000000000000000000000000000000,rsr8BspVLwDWgrYamEJE3mqZhKozfWLfkv,374,374,1,1,1.9946666666666666,0.00267379679144385,1,1.0,291
506,MICKEY,4D49434B45590000000000000000000000000000,rwaVWwv2mqZqNkKFWgtjmizYYrajWoQa9v,373,373,1,1,1.9946524064171123,0.002680965147453083,1,1.0,262
507,RINAKO,52494E414B4F0000000000000000000000000000,rQHnm7uT8NHqnSEgkeJnmH2cwnEhNRPRnr,361,361,1,1,1.9944751381215469,0.002770083102493075,1,1.0,249
508,PUPPET,5055505045540000000000000000000000000000,rJfQFeHTZcnRsY4Ba5sJVKUhLs48E9apBn,270,270,1,1,1.992619926199262,0.003703703703703704,1,1.0,224
509,XRPLOL,5852504C4F4C0000000000000000000000000000,r92xXawYrakwW3UiVHP6XwsioMk6VNu2NB,268,268,1,1,1.9925650557620818,0.0037313432835820895,1,1.0,177
510,AUDD,4155444400000000000000000000000000000000,rUN5Zxt3K1AnMRJgEWywDJT8QDMMeLH5ok,239,239,1,1,1.9916666666666667,0.0041841004184100415,1,1.0,206
511,TRSRY,5452535259000000000000000000000000000000,rLBnhMjV6ifEHYeV4gaS6jPKerZhQddFxW,235,235,1,1,1.9915254237288136,0.00425531914893617,1,1.0,194
512,Hand,48616E6400000000000000000000000000000000,rssZy6J98oa9iYatGx5CcoTJPCnWTvL5Bg,231,231,1,1,1.9913793103448276,0.004329004329004329,1,1.0,185
513,DRGSLR,445247534C520000000000000000000000000000,rBRUGYxmu5Lr9L246JzybRoE7TaL9VznSh,224,224,1,1,1.991111111111111,0.004464285714285714,1,1.0,156
514,FUPE,4655504500000000000000000000000000000000,rwS6MMiqcxcpXGc7iUcJHP3FZ2mvTzMQ3f,220,220,1,1,1.990950226244344,0.004545454545454545,1,1.0,162
515,XJOY,584A4F5900000000000000000000000000000000,rJAvx8FtrLR3RyZyM1LyVQFxxsLdT1PmdS,207,207,1,1,1.9903846153846154,0.004830917874396135,1,1.0,140
516,when,7768656E00000000000000000000000000000000,rrshMrLGPpN1Vf1WdbAFHdvddpnZFiCPsi,195,195,1,1,1.989795918367347,0.005128205128205128,1,1.0,116
517,SeagullCoin,53656167756C6C436F696E000000000000000000,rnqiA8vuNriU9pqD1ZDGFH8ajQBL25Wkno,175,175,1,1,1.9886363636363635,0.005714285714285714,1,1.0,136
518,WRXRP,5752585250000000000000000000000000000000,rGFW2YqxdBFpkifpCCtTq8ncdvGH2gfyXT,173,173,1,1,1.9885057471264367,0.005780346820809248,1,1.0,120
519,NDA,NDA,rK2Y8ngt722t5F96UBG22aBjY5NB9ZkyFm,172,172,1,1,1.9884393063583814,0.005813953488372093,1,1.0,156
520,TRUMP,5452554D50000000000000000000000000000000,rLnErD8JXMxqBzGNaHaykssai1vpB6YRUX,142,141,1,1,1.9859154929577465,0.0070921985815602835,0,0.0,128
521,PWIF,5057494600000000000000000000000000000000,rG9Aun14t4dVPKh5dXwBzGPGEwaAgbG4sS,131,131,1,1,1.9848484848484849,0.007633587786259542,1,1.0,68
522,COCK,434F434B00000000000000000000000000000000,rH9uUMN2bCnc8D9cFzqpEzZKuyH4vx7R5M,131,131,1,1,1.9848484848484849,0.007633587786259542,1,1.0,94
523,SAYLOR,5341594C4F520000000000000000000000000000,rBDSHMBQXecdss5s1Pv9igpLkim6Mxh56f,130,130,1,1,1.984732824427481,0.007692307692307693,1,1.0,89
524,Spread,5370726561640000000000000000000000000000,rUvQ4qZbaAj15NB7X6DXSkNKYiqrBmzovN,126,126,1,1,1.984251968503937,0.007936507936507936,1,1.0,92
525,DOVE,444F564500000000000000000000000000000000,rEzJi93UySd71vfdmmmtVrNHf1XfQKupAp,117,117,1,1,1.9830508474576272,0.008547008547008548,1,1.0,62
526,RACO,5241434F00000000000000000000000000000000,rDFAGBUVoKR3TTTdVU6uoNBz1cdyknWen,117,1,116,1,1.982905982905983,0.008620689655172414,0,0.0,1
527,XRPNORTH,5852504E4F525448000000000000000000000000,razAxNGLjmXFf6zcTgNTjsKYAWMndEcAPy,116,115,1,1,1.9827586206896552,0.008695652173913044,0,0.0,94
528,FUL,FUL,rLczSAMxw6tH1n1k9vD1FEDhEKjsCsCwvv,111,111,1,1,1.9821428571428572,0.009009009009009009,1,1.0,90
529,PEIPEI,5045495045490000000000000000000000000000,r9RftFhd6P9MzWsNkayH1Hb8rPzY5GkaGE,111,110,1,1,1.981981981981982,0.00909090909090909,0,0.0,94
530,GZX,GZX,rNgsoCk6mjBq5jcqitBpg1gdfYhKajXsM2,110,110,1,1,1.981981981981982,0.00909090909090909,1,1.0,89
531,SOLRx,534F4C5278000000000000000000000000000000,rpb8xbS5M324wrRnpS3NRQLfC9aBkBhxWY,106,106,1,1,1.9813084112149533,0.009433962264150943,1,1.0,97
532,SIMBA,53494D4241000000000000000000000000000000,r3u5QAp3FTsvDwWRug27wU8pH9JY3wSME7,102,102,1,1,1.9805825242718447,0.00980392156862745,1,1.0,84
533,Dood,446F6F6400000000000000000000000000000000,rn5Y9N8APtrc7PVqXdMjkG9qvfw7FWi4kC,90,89,1,1,1.9777777777777779,0.011235955056179775,0,0.0,68
534,TGRLD01,5447524C44303100000000000000000000000000,rJjzg2j7eM75UZ5CpvQCAKoSSgjbikQ8pn,83,83,1,1,1.9761904761904763,0.012048192771084338,1,1.0,73
535,XWM,XWM,rJzBh2Sktnps8CoLVJeDjj3Y2aDzXhrAFL,82,82,1,1,1.9759036144578312,0.012195121951219513,1,1.0,61
536,Xolo,586F6C6F00000000000000000000000000000000,rLUzh4ctFPXF3TT1q9owYYtNixBoidy567,78,78,1,1,1.9746835443037976,0.01282051282051282,1,1.0,61
537,DSS,DSS,raRYbSozZ2Dq3CWSuziBMQFc2E69dF6pU2,78,77,1,1,1.9743589743589745,0.012987012987012988,0,0.0,48
538,PURK,5055524B00000000000000000000000000000000,r4wpQNdcDnr9qgWPHmUe4gVKdsUjGhdUgH,77,76,1,1,1.974025974025974,0.013157894736842105,0,0.0,54
539,Serpent,53657270656E7400000000000000000000000000,rRd4PRLPtvYT3KsVdfZBccLpS3Mk8Vo7E,65,64,1,1,1.9692307692307693,0.015625,0,0.0,49
540,xBANK,7842414E4B000000000000000000000000000000,rLpDQmJUpDxLXCjrwmm5rPehZyGA4GRFNZ,64,63,1,1,1.96875,0.015873015873015872,0,0.0,57
541,XPM,XPM,rHqQdviqwpdwfod7R2jAdjARZ1gY8EcFsV,63,63,1,1,1.96875,0.015873015873015872,1,1.0,47
542,FUZZIER,46555A5A49455200000000000000000000000000,rhPhdAYMHYrSYWCUnP7WFDaikzKkVUsbT7,61,61,1,1,1.967741935483871,0.01639344262295082,1,1.0,32
543,BREPE,4252455045000000000000000000000000000000,rUKpdh3X45Tjdtf7gdkrVWUs38tkXbhE9s,60,60,1,1,1.9672131147540983,0.016666666666666666,1,1.0,50
544,CORN,434F524E00000000000000000000000000000000,rBTjqSwQnbjCgFtHSjzDHRVArTdrmxpesK,57,56,1,1,1.9649122807017543,0.017857142857142856,0,0.0,36
545,BPN,BPN,rhuxQiL5na2RxLRmsLwbkUZ729btQaS9qZ,56,56,1,1,1.9649122807017543,0.017857142857142856,1,1.0,45
546,UBER,5542455200000000000000000000000000000000,rGM4nuvKvoqi4TfntuY74tm1bwFc6mEZmV,49,49,1,1,1.96,0.02040816326530612,1,1.0,31
547,RNTB,524E544200000000000000000000000000000000,rBxZbDRD7nsXjETqzEoqq54U5Yc5qaAv2X,49,49,1,1,1.96,0.02040816326530612,1,1.0,33
548,Securitize,53656375726974697A6500000000000000000000,r9Yvokr3mT1yeHgk3iNGhKPaEPXC35CbB5,49,49,1,1,1.96,0.02040816326530612,1,1.0,33
549,TTC,TTC,raiUvyDJ8nFWzPJ1T4thPupeGQBvtHTpGr,48,48,1,1,1.9591836734693877,0.020833333333333332,1,1.0,21
550,RIPPLE,524950504C450000000000000000000000000000,rMgrYs2XYgbGaLZ19HbUXfi9rpsaFQYwgc,46,46,1,1,1.9574468085106382,0.021739130434782608,1,1.0,35
551,cartoons,636172746F6F6E73000000000000000000000000,rDyRPQQH8ctrA1pRfAibYYqVWVfNCPbpLY,46,46,1,1,1.9574468085106382,0.021739130434782608,1,1.0,46
552,$FLR,24464C5200000000000000000000000000000000,rDnNiyQ71fWy9NPciRFarpuhvV6hQVAzJM,45,45,1,1,1.9565217391304348,0.022222222222222223,1,1.0,22
553,SXRP,5358525000000000000000000000000000000000,rMVCW1Cq7MX83N8N3X5gzZM6iTjTPRG6qa,45,44,1,1,1.9555555555555555,0.022727272727272728,0,0.0,34
554,KING,4B494E4700000000000000000000000000000000,rNsibHVgccpuez7iai5ZnQTqccyiLyQbuz,44,44,1,1,1.9555555555555555,0.022727272727272728,1,1.0,22
555,XRDC,5852444300000000000000000000000000000000,rcLASSiCq8LWcymCHaCgK19QMEvUspuRM,40,40,1,1,1.951219512195122,0.025,1,1.0,39
556,XRPNETWORK,5852504E4554574F524B00000000000000000000,rpHuNGmPp7rbmyYmiuU5rwqbht18pvin7G,40,40,1,1,1.951219512195122,0.025,1,1.0,35
557,LADY,4C41445900000000000000000000000000000000,rLJcNGuPC9GrKfaK3qU87Ai4BnsDd66mfS,39,39,1,1,1.95,0.02564102564102564,1,1.0,27
558,SNIPER,534E495045520000000000000000000000000000,rhVtUsVoSa6PxE7kwGbeXN9THCSzGv76QG,34,34,1,1,1.9428571428571428,0.029411764705882353,1,1.0,22
559,ZOO,ZOO,rLnBffKygdMw39ikvTpxFStUVFhiugRCMH,33,33,1,1,1.9411764705882353,0.030303030303030304,1,1.0,25
560,ADA,ADA,r38Tr3KPXvq9sEQ84jZ8XkjvmrQLuTMLQP,31,31,1,1,1.9375,0.03225806451612903,1,1.0,21
561,CHEETAH,4348454554414800000000000000000000000000,rhgcrbw8vMxiSRMnNCuJLdx7RXi9SsKUpd,30,30,1,1,1.935483870967742,0.03333333333333333,1,1.0,23
562,EXP,EXP,rKej9auh2hUjxQELhxmVQr9ddZXJGNivrx,30,29,1,1,1.9333333333333333,0.034482758620689655,0,0.0,27
563,Nuts,4E75747300000000000000000000000000000000,rBpdegD7kqHdczjKzTKNEUZj1Fg1eYZRbe,29,29,1,1,1.9333333333333333,0.034482758620689655,1,1.0,22
564,NICE,4E49434500000000000000000000000000000000,r96uXvCJxe3Yeeo9wCtJsLSpJiFUz2hvsB,29,29,1,1,1.9333333333333333,0.034482758620689655,1,1.0,27
565,XLM,XLM,rLZzuKj7Q8N9syvCvBanu85XNoSodwppa3,28,28,1,1,1.9310344827586208,0.03571428571428571,1,1.0,18
566,BullXRP,42756C6C58525000000000000000000000000000,rNag3xV3LiMZoYy1v17bUiRa1xvWRJCMgy,28,28,1,1,1.9310344827586208,0.03571428571428571,1,1.0,14
567,GOFUNDME,474F46554E444D45000000000000000000000000,rhPzhYmZfr9AGSvBdAYxsgBhC5WEqPM22M,25,25,1,1,1.9230769230769231,0.04,1,1.0,16
568,CALVIN,43414C56494E0000000000000000000000000000,rhQuMhhScGd3pviMRWx9ZtdP3RjMR5ZrGT,22,21,1,1,1.9090909090909092,0.047619047619047616,0,0.0,20
569,Riddler,526964646C657200000000000000000000000000,rNVMTogP91jDeT18nLVFfPT6eDqE6hwTBa,21,21,1,1,1.9090909090909092,0.047619047619047616,1,1.0,17
570,XRG,XRG,rB72JVaTCMABwi9NEfWmgeoBabD1xTsDjn,21,21,1,1,1.9090909090909092,0.047619047619047616,1,1.0,15
571,LCAD,4C43414400000000000000000000000000000000,rnGvMu8P6evJEYY4cPyzcy4N1m5gcYRjaH,20,20,1,1,1.9047619047619047,0.05,1,1.0,19
572,BBRL,4242524C00000000000000000000000000000000,rH5CJsqvNqZGxrMyGaqLEoMWRYcVTAPZMt,18,18,1,1,1.894736842105263,0.05555555555555555,1,1.0,16
573,HONZA,484F4E5A41000000000000000000000000000000,rnkgwfuDuyFBsv2KZLCyrUhDkG9nHRmtXY,16,16,1,1,1.8823529411764706,0.0625,1,1.0,6
574,FiveEightFiveToFiveO,46697665456967687446697665546F466976654F,rKyTBUT1gJwKwg1iw2WC7yC9d5sGNw8MC7,16,16,1,1,1.8823529411764706,0.0625,1,1.0,11
575,XFT,XFT,rnySn4BSFJ4H9JKWiSqNVVGHDTCgXA3PZM,15,15,1,1,1.875,0.06666666666666667,1,1.0,13
576,CAPY,4341505900000000000000000000000000000000,rBKQxVp8Gt6yTQpohFYk6qMoLbSdskeHAH,15,15,1,1,1.875,0.06666666666666667,1,1.0,9
577,HYENA,4859454E41000000000000000000000000000000,rMWsxSyZARVDABRPV9gff7fmqHxnWMnhrB,15,14,1,1,1.8666666666666667,0.07142857142857142,0,0.0,13
578,MPOOL,4D504F4F4C000000000000000000000000000000,rHVdu4tYkFyxJGmsaMZFSt5JB1zedQMi7Y,14,14,1,1,1.8666666666666667,0.07142857142857142,1,1.0,9
579,HOWL,484F574C00000000000000000000000000000000,r3q6udYwQqbkeLX9E4L28RnVRqsGz58z8z,14,14,1,1,1.8666666666666667,0.07142857142857142,1,1.0,6
580,CRRO,4352524F00000000000000000000000000000000,rf76TQJsX7wPZwB8s64P51Be11AidVkNdX,14,14,1,1,1.8666666666666667,0.07142857142857142,1,1.0,13
581,CoinDesk,436F696E4465736B000000000000000000000000,r3VSpEdfobF3TQAKi1w8aGmJbSQduwVriS,13,13,1,1,1.8571428571428572,0.07692307692307693,1,1.0,7
582,COPE,434F504500000000000000000000000000000000,rPLUfpGQtr75kCZxCK3fhPQyBue1GR8DuZ,12,12,1,1,1.8461538461538463,0.08333333333333333,1,1.0,8
583,SONI,534F4E4900000000000000000000000000000000,r4JYxWiRS4s5pWHkcwEWb4oLUFkQvrLEm6,11,11,1,1,1.8333333333333333,0.09090909090909091,1,1.0,4
584,XRPBANK,58525042414E4B00000000000000000000000000,r3ckE3rqzeMKsriJvRQTX4NJfJL7xHryyf,10,10,1,1,1.8181818181818181,0.1,1,1.0,8
585,RippleSwell,526970706C655377656C6C000000000000000000,raa9W4vykGYaaz6JAMXqdqtfJe4evQoQC7,10,10,1,1,1.8181818181818181,0.1,1,1.0,7
586,MLD,MLD,rhJYDuVMQxabTyiWuHQkQyDxr6uZEdpv5u,9,9,1,1,1.8,0.1111111111111111,1,1.0,9
587,LURA,4C55524100000000000000000000000000000000,rnpRYqc6jZ4Fi36JdjWouthAsu8cTQyNeA,9,9,1,1,1.8,0.1111111111111111,1,1.0,5
588,BRBR,4252425200000000000000000000000000000000,rGGrJaZZrj4SwgeqhcQ4W2LKv5TTe6yKvo,9,9,1,1,1.8,0.1111111111111111,1,1.0,5
589,CFC,CFC,rsxUkmjnAn8PRDz8RYrPusb9mTDYn5NqG8,9,9,1,1,1.8,0.1111111111111111,1,1.0,9
590,editions,65646974696F6E73000000000000000000000000,rfXwi3SqywQ2gSsvHgfdVsyZdTVM15BG7Z,9,9,1,1,1.8,0.1111111111111111,1,1.0,9
591,HUZZY,48555A5A59000000000000000000000000000000,rhNfaFUvjKGQEmUtqfYVmvJsnjaJBVW1s8,9,8,1,1,1.7777777777777777,0.125,0,0.0,4
592,GIVER,4749564552000000000000000000000000000000,rHqwsGhTiGE9P8g8so47zawX4SWVrVnwD,9,8,1,1,1.7777777777777777,0.125,0,0.0,4
593,LUAH,4C55414800000000000000000000000000000000,rnVFEE67uFP4vNKtb2fPZwCuJAek5tnPrz,8,8,1,1,1.7777777777777777,0.125,1,1.0,8
594,XLN,XLN,rJN7xXGUjgcz1j5MqsJhxUZkLPqFB4xpMr,7,6,1,1,1.7142857142857142,0.16666666666666666,0,0.0,4
595,GOTSTEAK,474F54535445414B000000000000000000000000,rpBzuYcCwD8VMBQbM8hb2NuJV2oLu9CD4d,6,6,1,1,1.7142857142857142,0.16666666666666666,1,1.0,6
596,CROWN,43524F574E000000000000000000000000000000,rNcqizvdrT1YRF19eLGUHQUyejNzkJKMBh,6,6,1,1,1.7142857142857142,0.16666666666666666,1,1.0,5
597,Nerian,4E657269616E0000000000000000000000000000,rGEekk1PRyozC1ZEZCXL7EZcko4rrrETGh,5,5,1,1,1.6666666666666667,0.2,1,1.0,3
598,REALMADRIDCF,5245414C4D414452494443460000000000000000,rJxJRV95iZ16Hjrj33g2i54YkYxAbZsSq8,5,5,1,1,1.6666666666666667,0.2,1,1.0,3
599,DeXrp,4465587270000000000000000000000000000000,rBMCUQ3TLLatmv2MMErQJKu1XBDWFeTcUQ,5,4,1,1,1.6,0.25,0,0.0,3
600,JPMorgan,4A504D6F7267616E000000000000000000000000,rJjpMoRApUQnh8KUDLo86CLor1q7XobwBK,4,4,1,1,1.6,0.25,1,1.0,4
601,LSVC,4C53564300000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,4,4,1,1,1.6,0.25,1,1.0,4
602,MUTE,4D55544500000000000000000000000000000000,rrsiQuqYt3HbsA78rNLm6S5X6VecJ42Ee3,4,4,1,1,1.6,0.25,1,1.0,2
603,OVX,OVX,rDsvn6aJG4YMQdHnuJtP9NLrFp18JYTJUf,4,3,1,1,1.5,0.3333333333333333,0,0.0,3
604,MANTRA,4D414E5452410000000000000000000000000000,rMkfPQenZSBk17trr5uMvCWVFYNLEkfdjU,4,3,1,1,1.5,0.3333333333333333,0,0.0,3
605,XRMine,58524D696E650000000000000000000000000000,rfXMq3BMX2dTzJtG4pnhr49u6sHkVQXpWL,4,1,3,1,1.5,0.3333333333333333,0,0.0,1
606,Render,52656E6465720000000000000000000000000000,raxK5HweXohQoNnbqUDphYr6HyvTuTsmJi,3,3,1,1,1.5,0.3333333333333333,1,1.0,3
607,XMOON,584D4F4F4E000000000000000000000000000000,rs81KdCXpnZfih9TiFcvGKDTX6nXSkZmaJ,3,3,1,1,1.5,0.3333333333333333,1,1.0,1
608,COINBASE,434F494E42415345000000000000000000000000,rCoinzYTFiFMJ5qyPPXSieGYbLACw9tnM,3,3,1,1,1.5,0.3333333333333333,1,1.0,3
609,TITS,5449545300000000000000000000000000000000,radgNpShXUQ13G5h1VNZEYWXN8pXYDMQjg,3,3,1,1,1.5,0.3333333333333333,1,1.0,1
610,Hidden Road,48696464656E20526F6164000000000000000000,rHiDEfFp7Trn1WJkhMUkwJVKxeWxpEdhPy,3,1,3,1,1.5,0.3333333333333333,1,1.0,1
611,YAWAY,5941574159000000000000000000000000000000,rDivh3WTxm7cX2Dk6fByJndPG62z6yAWAY,3,2,1,1,1.3333333333333333,0.5,0,0.0,2
612,ATH,ATH,rr7GXFTucu3EYKprApnhin4pFDT6WdCRH,2,2,1,1,1.3333333333333333,0.5,1,1.0,2
613,PnutWifHat,506E757457696648617400000000000000000000,raG1aprn96qKarDtAPreH77cn7D9xVS57F,2,2,1,1,1.3333333333333333,0.5,1,1.0,2
614,HNT,HNT,rLQS6LgvvkvhyFQ9bM5QdX4q1RXuGPovCw,2,2,1,1,1.3333333333333333,0.5,1,1.0,2
615,RWA,RWA,rpWaYgXbVDhFU8W31Z9QW9txbrRtw7C7GU,2,2,1,1,1.3333333333333333,0.5,1,1.0,2
616,MASTERCARD,4D41535445524341524400000000000000000000,rMasTErwHuXNBTNkGoej4pDMMN4KQdWz9f,2,1,2,1,1.3333333333333333,0.5,1,1.0,1
617,JRV,JRV,rGG872YXwmsxkercxBbBpYwPkCutPrWPLk,2,1,2,1,1.3333333333333333,0.5,1,1.0,1
618,ETF,ETF,rEThyJ6jEn5kxRQLLRziiyckimQvbaw2Zq,2,1,1,1,1.0,1.0,0,0.0,1
619,BULLT,42554C4C54000000000000000000000000000000,rte5p3XB1gBBkomVhTitxn9ok8aM8egYM,2,1,1,1,1.0,1.0,0,0.0,1
620,DRG,DRG,r3XH5RVPztX3Vq33fWPJgSF7MnWbYJ8fCS,1,1,1,1,1.0,1.0,1,1.0,1
621,CATZ,4341545A00000000000000000000000000000000,rNTSPvCshQR374G6AGrPq38srURnABd8N4,1,1,1,1,1.0,1.0,1,1.0,1
622,WET,WET,rL8Pa1Gheve5EvsWeth8EEXJYRTg6Yutpe,1,1,1,1,1.0,1.0,1,1.0,1
623,XAMAN,58414D414E000000000000000000000000000000,rhxniQXsrEgq1Dv3icWV3EtERCZAe8G8np,1,1,1,1,1.0,1.0,1,1.0,1
624,XLoyalitY,584C6F79616C6974590000000000000000000000,rfQNEfqLQc5L34rS92Xh5nVtk9NVHbv4Gj,1,1,1,1,1.0,1.0,1,1.0,1
